SnapshotDate,StoreID,ProductID,OnHandUnits,ReorderPoint,StockoutFlag
2024-01-06,16,177,175,32,0
2024-04-26,21,344,146,41,0
2024-04-22,29,184,70,23,0
2024-11-14,27,191,148,32,0
2024-10-10,8,231,51,23,0
2024-07-22,6,393,20,21,0
2024-06-22,21,122,101,40,0
2024-07-01,19,67,109,41,0
2024-01-18,2,301,167,14,0
2024-10-10,3,215,87,15,0
2024-02-06,28,73,113,30,0
2024-08-26,2,120,204,56,0
2024-03-29,16,301,236,20,0
2024-10-15,3,124,134,15,0
2024-10-01,12,27,71,26,0
2024-11-12,27,194,107,31,0
2024-01-11,6,5,227,29,0
2024-09-01,12,259,48,53,0
2024-01-23,5,113,125,10,0
2024-01-29,26,274,217,14,0
2024-10-25,16,142,83,58,0
2024-01-30,21,244,9,24,0
2024-03-07,13,336,197,22,0
2024-11-02,27,316,127,26,0
2024-02-04,11,392,185,50,0
2024-08-07,7,312,58,35,0
2024-09-19,4,312,170,40,0
2024-03-31,25,32,237,20,0
2024-09-10,17,197,157,45,0
2024-05-17,7,213,109,50,0
2024-03-09,6,215,144,32,0
2024-12-24,10,290,104,53,0
2024-07-10,16,340,151,30,0
2024-09-16,23,281,192,29,0
2024-04-20,26,36,178,48,0
2024-12-01,14,124,201,22,0
2024-11-25,13,314,42,59,0
2024-11-20,28,222,218,30,0
2024-07-09,10,380,84,54,0
2024-10-07,11,319,4,37,0
2024-03-20,7,215,42,12,0
2024-03-14,21,308,141,13,0
2024-09-09,24,235,143,13,0
2024-09-18,2,287,160,58,0
2024-07-23,6,83,142,18,0
2024-11-07,19,257,59,33,0
2024-07-30,14,161,10,52,0
2024-03-01,15,277,64,15,0
2024-04-08,28,16,48,45,0
2024-03-01,7,121,71,31,0
2024-09-24,27,393,244,28,0
2024-12-22,27,47,109,24,0
2024-03-28,17,90,169,46,0
2024-05-31,14,83,185,44,0
2024-12-25,16,242,185,52,0
2024-05-13,27,214,9,45,0
2024-01-24,20,142,141,13,0
2024-02-07,5,392,211,57,0
2024-09-07,20,256,115,41,0
2024-03-19,18,98,126,31,0
2024-09-10,1,320,178,45,0
2024-01-31,24,312,54,59,0
2024-09-11,21,89,77,51,0
2024-06-22,26,43,208,31,0
2024-11-29,24,348,46,50,0
2024-12-01,4,216,231,48,0
2024-04-08,15,279,33,54,0
2024-05-06,28,196,153,25,0
2024-04-02,16,15,221,24,0
2024-06-29,15,183,17,43,0
2024-12-23,16,382,40,45,0
2024-07-11,13,259,106,21,0
2024-08-01,9,370,217,16,0
2024-12-22,14,335,93,37,0
2024-12-20,17,124,14,39,0
2024-10-26,6,318,175,57,0
2024-03-10,17,311,108,34,0
2024-11-25,8,34,131,13,0
2024-07-22,9,30,49,13,0
2024-06-17,30,180,249,25,0
2024-01-02,12,170,6,30,0
2024-06-20,4,204,162,54,0
2024-06-07,3,344,184,11,0
2024-06-24,18,341,98,55,0
2024-02-07,26,267,75,31,0
2024-10-17,20,333,226,18,0
2024-07-02,27,286,157,10,0
2024-11-24,3,205,139,31,0
2024-04-11,12,172,80,42,0
2024-07-21,1,174,101,26,0
2024-11-14,21,188,35,17,0
2024-12-09,29,170,94,11,0
2024-05-17,10,339,183,49,0
2024-09-26,24,54,222,18,0
2024-02-12,4,185,64,27,0
2024-12-26,28,134,85,30,0
2024-04-18,6,137,29,45,0
2024-02-16,17,307,247,51,0
2024-02-11,13,363,162,51,0
2024-08-15,21,101,211,24,0
2024-05-19,9,18,120,59,0
2024-02-11,1,37,22,42,0
2024-11-20,15,153,75,39,0
2024-09-30,4,396,167,38,0
2024-05-12,22,107,172,28,0
2024-01-28,25,31,95,42,0
2024-12-29,27,74,7,54,0
2024-06-15,26,280,25,20,0
2024-01-26,21,161,234,32,0
2024-05-10,12,32,227,29,0
2024-10-10,16,274,27,29,0
2024-06-14,12,212,188,33,0
2024-04-04,2,72,34,54,0
2024-05-18,10,67,99,49,0
2024-04-03,3,398,106,48,0
2024-02-17,25,238,180,55,0
2024-07-04,9,120,81,17,0
2024-08-27,17,203,44,35,0
2024-03-23,8,73,208,40,0
2024-12-19,3,104,207,52,0
2024-11-02,16,62,69,34,0
2024-01-11,3,90,25,11,0
2024-08-25,30,256,0,20,1
2024-07-12,9,290,211,39,0
2024-12-10,9,10,153,38,0
2024-03-19,19,316,42,33,0
2024-10-02,1,253,117,24,0
2024-05-24,24,395,164,41,0
2024-12-29,22,246,234,32,0
2024-02-27,17,56,187,32,0
2024-12-15,8,40,106,28,0
2024-10-16,8,342,166,21,0
2024-03-26,4,100,241,24,0
2024-04-11,9,222,242,14,0
2024-12-16,13,271,9,17,0
2024-12-27,29,205,24,21,0
2024-11-23,21,2,61,32,0
2024-05-07,19,335,117,56,0
2024-03-14,3,127,118,53,0
2024-07-07,24,120,136,38,0
2024-06-02,22,61,64,18,0
2024-05-25,15,5,248,12,0
2024-08-04,11,149,230,12,0
2024-09-07,15,204,31,47,0
2024-05-28,16,55,104,10,0
2024-10-02,17,231,52,47,0
2024-08-26,18,150,158,13,0
2024-02-03,4,43,163,43,0
2024-08-20,23,41,182,41,0
2024-03-08,9,193,240,18,0
2024-09-08,16,360,38,51,0
2024-08-31,19,299,184,42,0
2024-09-05,23,18,52,21,0
2024-12-03,25,112,89,41,0
2024-07-22,9,304,206,44,0
2024-03-09,25,25,40,12,0
2024-06-08,9,110,100,28,0
2024-01-17,16,123,60,44,0
2024-01-02,19,5,68,31,0
2024-05-29,20,376,164,28,0
2024-08-24,24,349,154,54,0
2024-03-02,18,399,100,58,0
2024-04-01,19,186,64,47,0
2024-07-15,18,108,24,25,0
2024-06-11,17,32,246,32,0
2024-09-25,11,29,63,41,0
2024-07-05,2,306,191,13,0
2024-06-26,23,182,172,32,0
2024-10-03,1,306,49,53,0
2024-12-27,18,92,198,31,0
2024-05-16,6,318,146,28,0
2024-09-27,19,217,108,58,0
2024-06-25,25,286,188,46,0
2024-04-17,25,66,169,28,0
2024-12-17,30,371,241,34,0
2024-02-16,1,360,58,32,0
2024-04-28,7,370,11,23,0
2024-12-28,15,162,39,16,0
2024-02-06,12,169,234,57,0
2024-01-21,14,151,111,45,0
2024-09-25,18,72,217,35,0
2024-09-12,21,283,48,55,0
2024-09-11,2,400,140,40,0
2024-03-10,5,67,236,35,0
2024-05-26,1,274,70,24,0
2024-07-07,8,348,85,21,0
2024-07-21,22,255,132,42,0
2024-12-07,4,97,52,15,0
2024-11-10,3,350,169,24,0
2024-03-03,15,201,14,11,0
2024-12-30,6,216,213,49,0
2024-01-10,19,42,222,11,0
2024-04-05,16,118,183,27,0
2024-02-01,2,134,27,23,0
2024-07-23,23,39,85,25,0
2024-06-20,2,59,136,11,0
2024-01-12,3,172,218,35,0
2024-11-22,16,124,139,36,0
2024-11-22,24,203,48,56,0
2024-10-23,7,246,223,15,0
2024-08-26,7,216,87,58,0
2024-05-04,3,372,105,51,0
2024-08-13,26,276,40,36,0
2024-06-05,23,261,78,46,0
2024-08-01,6,31,145,35,0
2024-10-08,2,134,215,36,0
2024-12-06,24,102,10,46,0
2024-08-28,28,108,3,57,0
2024-12-23,21,359,24,33,0
2024-05-23,28,227,102,43,0
2024-04-07,20,316,3,19,0
2024-05-28,12,164,156,29,0
2024-06-11,7,394,59,17,0
2024-07-04,12,391,0,19,1
2024-11-28,14,385,34,45,0
2024-05-05,25,119,14,15,0
2024-04-11,28,188,25,17,0
2024-07-14,14,315,113,18,0
2024-01-22,3,326,224,26,0
2024-01-07,7,192,175,15,0
2024-05-23,5,75,157,26,0
2024-06-09,4,254,112,51,0
2024-06-10,25,171,213,19,0
2024-11-25,9,68,41,28,0
2024-06-28,3,34,138,46,0
2024-11-03,27,178,176,29,0
2024-07-05,3,95,143,43,0
2024-10-29,22,63,96,11,0
2024-03-22,14,394,122,18,0
2024-08-22,21,43,226,28,0
2024-10-14,15,247,239,25,0
2024-02-07,16,202,75,32,0
2024-11-16,24,292,109,27,0
2024-08-11,23,343,105,30,0
2024-10-26,3,319,220,38,0
2024-03-09,15,352,196,59,0
2024-07-18,5,223,23,50,0
2024-12-05,20,155,64,38,0
2024-06-25,1,11,228,10,0
2024-10-16,20,327,198,29,0
2024-02-16,14,110,12,37,0
2024-07-21,5,128,234,45,0
2024-07-29,15,373,96,34,0
2024-09-03,29,93,162,18,0
2024-09-02,10,319,222,54,0
2024-07-21,24,271,242,15,0
2024-03-16,24,210,113,40,0
2024-08-02,4,273,111,25,0
2024-04-27,19,185,216,30,0
2024-08-08,11,343,161,41,0
2024-10-03,7,116,33,46,0
2024-10-21,20,86,230,57,0
2024-09-27,15,189,21,12,0
2024-12-20,24,26,140,33,0
2024-05-15,7,183,236,37,0
2024-11-24,9,382,208,25,0
2024-12-12,24,340,249,19,0
2024-05-26,25,331,45,22,0
2024-06-19,19,240,118,41,0
2024-04-05,18,369,13,38,0
2024-03-14,10,22,48,39,0
2024-05-11,27,362,120,53,0
2024-05-23,27,364,170,25,0
2024-03-28,10,40,53,44,0
2024-02-08,23,276,139,33,0
2024-10-23,7,222,72,39,0
2024-09-18,8,329,39,11,0
2024-10-10,5,322,211,18,0
2024-10-10,2,296,130,36,0
2024-07-18,13,271,112,16,0
2024-10-02,7,55,243,33,0
2024-03-02,3,18,151,57,0
2024-05-21,13,72,64,53,0
2024-04-12,20,265,53,43,0
2024-09-11,18,92,150,50,0
2024-04-23,4,66,160,26,0
2024-01-13,17,18,54,37,0
2024-08-10,14,310,245,45,0
2024-06-22,4,313,147,50,0
2024-05-09,5,5,231,30,0
2024-03-08,1,206,53,23,0
2024-01-03,3,115,223,28,0
2024-07-16,2,108,248,29,0
2024-07-25,8,38,187,38,0
2024-06-01,30,192,8,40,0
2024-04-29,4,134,36,11,0
2024-02-05,9,154,55,56,0
2024-05-18,16,315,52,58,0
2024-05-13,28,139,170,28,0
2024-09-26,5,61,130,45,0
2024-05-14,5,39,62,28,0
2024-01-13,30,230,158,34,0
2024-07-19,21,381,124,49,0
2024-04-23,10,10,55,38,0
2024-08-31,25,100,131,18,0
2024-07-07,10,337,62,47,0
2024-10-02,8,291,148,10,0
2024-08-21,24,146,194,39,0
2024-03-23,4,52,218,20,0
2024-04-25,23,327,237,35,0
2024-10-16,10,170,229,23,0
2024-07-03,11,392,146,20,0
2024-02-23,12,353,62,29,0
2024-11-05,11,65,54,31,0
2024-04-06,19,248,184,39,0
2024-08-18,22,12,152,44,0
2024-06-27,1,150,6,25,0
2024-04-09,24,377,124,36,0
2024-01-29,7,118,126,30,0
2024-09-28,6,126,166,25,0
2024-11-02,9,277,34,39,0
2024-08-23,15,262,156,53,0
2024-03-12,14,304,139,49,0
2024-04-15,13,292,214,16,0
2024-09-30,22,242,158,49,0
2024-03-18,10,312,27,55,0
2024-11-06,30,291,36,41,0
2024-03-12,19,100,223,23,0
2024-10-11,14,162,20,57,0
2024-04-23,19,217,38,30,0
2024-06-21,22,287,151,53,0
2024-08-08,9,141,179,41,0
2024-06-25,29,276,23,18,0
2024-07-22,13,114,146,20,0
2024-08-14,14,234,113,50,0
2024-09-25,24,333,9,42,0
2024-09-17,11,294,221,36,0
2024-11-19,15,321,201,45,0
2024-09-21,12,207,214,30,0
2024-11-29,18,301,82,19,0
2024-05-07,9,61,179,11,0
2024-06-07,5,329,122,15,0
2024-03-20,8,11,82,37,0
2024-05-21,3,123,154,22,0
2024-01-15,13,207,224,41,0
2024-08-23,13,3,51,59,0
2024-09-11,27,398,169,37,0
2024-01-12,10,72,228,56,0
2024-02-12,3,241,131,50,0
2024-08-18,3,380,19,38,0
2024-05-10,2,153,177,46,0
2024-02-04,7,109,143,48,0
2024-10-11,9,214,60,39,0
2024-07-05,20,99,240,40,0
2024-08-25,20,226,219,58,0
2024-07-05,26,8,220,59,0
2024-02-27,5,20,17,51,0
2024-03-16,16,92,2,45,0
2024-04-19,8,244,172,20,0
2024-12-24,19,161,154,19,0
2024-04-25,1,354,178,21,0
2024-07-22,14,275,38,18,0
2024-05-02,23,139,245,45,0
2024-11-21,24,288,100,23,0
2024-02-13,3,80,230,50,0
2024-06-20,26,285,49,30,0
2024-08-14,4,135,44,58,0
2024-08-25,17,86,203,17,0
2024-06-12,11,120,146,22,0
2024-07-18,5,201,53,56,0
2024-12-19,18,176,58,40,0
2024-09-25,22,71,143,42,0
2024-04-23,2,360,223,25,0
2024-05-03,29,192,60,33,0
2024-11-28,19,330,126,21,0
2024-05-29,22,4,66,35,0
2024-09-08,2,57,29,12,0
2024-06-25,12,189,228,48,0
2024-07-20,22,135,236,20,0
2024-09-14,6,168,76,54,0
2024-06-24,22,231,64,27,0
2024-01-19,1,128,90,16,0
2024-04-14,20,316,138,16,0
2024-05-08,1,106,198,51,0
2024-09-22,22,268,111,27,0
2024-02-23,24,309,172,59,0
2024-12-10,1,299,236,19,0
2024-10-23,17,82,85,55,0
2024-10-11,7,188,89,41,0
2024-06-14,8,324,233,13,0
2024-10-20,28,189,48,26,0
2024-08-21,28,132,232,39,0
2024-09-17,23,4,23,54,0
2024-02-03,5,340,115,50,0
2024-06-06,23,338,181,43,0
2024-11-22,4,366,177,27,0
2024-02-17,30,205,188,37,0
2024-02-06,7,271,200,52,0
2024-04-23,20,110,235,54,0
2024-02-08,18,196,239,30,0
2024-12-11,1,183,222,50,0
2024-07-20,22,265,141,33,0
2024-01-17,2,121,111,25,0
2024-06-30,24,366,233,31,0
2024-09-01,15,51,85,52,0
2024-04-21,6,345,159,10,0
2024-05-04,14,389,13,24,0
2024-07-31,1,109,56,52,0
2024-02-14,8,330,37,30,0
2024-03-25,25,224,128,32,0
2024-10-22,30,232,151,31,0
2024-02-23,7,142,117,53,0
2024-08-19,19,224,122,19,0
2024-04-25,12,233,231,11,0
2024-05-04,20,250,237,29,0
2024-07-27,27,122,226,41,0
2024-01-02,23,57,56,17,0
2024-12-18,1,184,45,57,0
2024-10-27,20,278,94,39,0
2024-10-03,28,53,218,46,0
2024-05-15,22,352,154,59,0
2024-06-23,11,11,202,21,0
2024-08-25,16,45,217,25,0
2024-11-11,14,99,214,18,0
2024-10-08,16,190,177,43,0
2024-12-01,12,276,206,24,0
2024-11-07,4,378,130,44,0
2024-05-12,13,89,151,23,0
2024-08-20,21,224,184,53,0
2024-05-04,22,114,93,35,0
2024-10-12,13,60,209,28,0
2024-05-15,15,82,174,40,0
2024-10-20,10,385,202,52,0
2024-10-10,11,50,32,52,0
2024-02-05,15,127,226,36,0
2024-07-18,23,282,126,20,0
2024-11-06,17,41,163,35,0
2024-10-28,11,328,88,42,0
2024-01-27,27,267,71,27,0
2024-07-30,25,361,17,10,0
2024-05-10,27,187,149,10,0
2024-09-29,28,165,14,45,0
2024-10-10,12,247,11,55,0
2024-02-17,18,198,27,16,0
2024-11-19,29,241,31,22,0
2024-07-12,30,5,84,21,0
2024-09-16,14,212,242,19,0
2024-03-19,13,290,84,58,0
2024-07-26,15,121,98,26,0
2024-09-08,9,163,121,12,0
2024-09-17,28,248,38,40,0
2024-09-11,28,133,132,14,0
2024-04-16,22,320,152,39,0
2024-04-07,15,160,198,28,0
2024-01-22,11,151,222,55,0
2024-09-23,24,284,66,27,0
2024-10-23,20,104,159,29,0
2024-02-07,28,97,29,40,0
2024-02-06,5,86,246,44,0
2024-04-02,9,249,77,21,0
2024-04-02,28,124,233,51,0
2024-07-11,18,230,213,14,0
2024-04-09,28,10,40,57,0
2024-01-28,25,307,50,46,0
2024-06-30,25,77,88,16,0
2024-04-25,5,260,66,16,0
2024-12-07,14,217,197,24,0
2024-07-24,17,353,92,22,0
2024-11-23,14,239,20,23,0
2024-01-18,16,11,176,59,0
2024-08-16,18,85,220,12,0
2024-10-04,19,231,249,25,0
2024-10-15,26,11,200,57,0
2024-07-29,19,26,231,12,0
2024-10-05,3,20,58,27,0
2024-04-24,7,10,147,14,0
2024-05-23,19,329,192,43,0
2024-09-30,13,365,118,25,0
2024-09-30,28,119,17,13,0
2024-05-02,14,61,171,28,0
2024-02-06,16,148,33,37,0
2024-11-04,1,254,166,45,0
2024-09-30,21,9,153,31,0
2024-07-07,18,69,162,34,0
2024-03-12,27,102,181,39,0
2024-06-15,4,326,127,16,0
2024-08-04,2,76,178,12,0
2024-07-28,12,253,65,49,0
2024-10-24,12,304,48,41,0
2024-09-26,11,42,223,47,0
2024-12-27,16,218,97,15,0
2024-08-14,9,63,156,52,0
2024-05-18,10,296,37,11,0
2024-08-09,4,52,169,34,0
2024-12-06,10,294,145,54,0
2024-11-12,25,267,204,27,0
2024-08-01,9,218,18,12,0
2024-09-08,14,31,41,45,0
2024-03-24,8,1,151,28,0
2024-06-04,3,294,8,45,0
2024-09-07,15,163,126,56,0
2024-02-05,18,93,3,24,0
2024-10-25,1,270,31,32,0
2024-03-30,28,132,211,13,0
2024-09-06,25,56,14,12,0
2024-02-29,19,334,246,57,0
2024-01-12,4,287,173,27,0
2024-07-12,1,31,136,36,0
2024-06-30,18,20,153,57,0
2024-11-23,29,324,189,47,0
2024-07-27,15,131,209,15,0
2024-09-23,6,395,74,54,0
2024-12-06,21,105,247,33,0
2024-07-30,7,292,218,16,0
2024-06-08,11,374,143,28,0
2024-12-17,27,149,225,18,0
2024-08-14,27,245,80,52,0
2024-12-02,27,218,167,34,0
2024-12-24,12,316,236,34,0
2024-11-16,1,375,4,36,0
2024-11-01,6,231,239,33,0
2024-08-17,16,129,207,16,0
2024-01-15,26,363,227,22,0
2024-04-10,24,2,122,11,0
2024-03-20,28,210,180,24,0
2024-11-23,27,119,194,24,0
2024-10-20,29,171,68,54,0
2024-05-25,18,257,66,39,0
2024-01-04,26,51,215,16,0
2024-08-18,25,110,201,34,0
2024-05-13,24,296,157,41,0
2024-06-25,19,159,77,39,0
2024-05-14,3,322,12,48,0
2024-01-31,10,97,167,58,0
2024-09-16,11,321,13,30,0
2024-08-28,16,36,114,17,0
2024-09-24,29,116,238,41,0
2024-11-18,17,303,9,25,0
2024-01-01,2,160,32,36,0
2024-12-26,9,104,100,14,0
2024-09-22,14,323,16,44,0
2024-06-23,10,347,125,21,0
2024-09-06,12,195,166,58,0
2024-06-07,19,323,212,49,0
2024-03-26,30,354,181,24,0
2024-12-03,11,240,82,58,0
2024-02-17,25,6,22,56,0
2024-02-06,3,8,113,56,0
2024-05-01,4,26,229,26,0
2024-05-29,21,282,61,46,0
2024-07-22,22,43,230,20,0
2024-03-28,19,297,4,14,0
2024-10-31,4,66,15,22,0
2024-01-27,15,389,137,26,0
2024-09-04,9,382,235,33,0
2024-04-01,26,236,126,55,0
2024-03-28,18,114,105,51,0
2024-08-25,20,119,137,38,0
2024-01-15,24,201,174,35,0
2024-06-13,3,189,102,27,0
2024-08-05,4,279,184,28,0
2024-01-03,16,135,129,25,0
2024-09-21,24,292,231,32,0
2024-03-17,5,271,154,56,0
2024-12-18,13,395,207,25,0
2024-12-03,19,325,163,35,0
2024-06-09,26,113,111,15,0
2024-11-05,19,254,162,12,0
2024-02-06,26,203,249,36,0
2024-10-29,22,8,206,19,0
2024-10-22,28,353,190,30,0
2024-02-05,4,29,62,13,0
2024-01-03,26,383,97,56,0
2024-07-05,9,85,106,48,0
2024-03-21,23,173,96,14,0
2024-10-27,10,293,221,20,0
2024-08-05,15,382,243,39,0
2024-10-30,25,133,52,34,0
2024-05-27,27,248,39,30,0
2024-11-16,6,351,106,35,0
2024-01-01,12,287,201,45,0
2024-10-01,28,211,65,33,0
2024-06-25,3,345,45,46,0
2024-01-24,2,238,17,49,0
2024-03-31,19,220,191,19,0
2024-09-17,30,47,21,39,0
2024-10-05,9,176,90,57,0
2024-07-29,12,321,203,29,0
2024-02-19,9,155,81,15,0
2024-11-17,10,133,68,50,0
2024-04-03,27,203,163,35,0
2024-07-01,11,236,130,39,0
2024-02-23,14,56,156,37,0
2024-10-09,13,169,142,24,0
2024-11-03,16,183,191,51,0
2024-11-22,28,75,233,23,0
2024-09-21,6,269,52,11,0
2024-04-21,19,301,15,45,0
2024-12-16,13,185,78,14,0
2024-04-25,10,216,164,38,0
2024-10-19,8,115,97,57,0
2024-07-29,23,288,110,33,0
2024-07-19,3,174,97,24,0
2024-08-08,29,341,166,29,0
2024-07-06,6,161,89,21,0
2024-10-01,10,124,132,59,0
2024-08-08,23,140,241,39,0
2024-07-20,23,397,135,35,0
2024-11-21,19,13,62,32,0
2024-05-31,13,269,230,28,0
2024-09-28,8,34,33,59,0
2024-03-12,25,241,163,18,0
2024-03-30,4,94,210,31,0
2024-12-29,7,164,207,26,0
2024-10-25,7,352,5,30,0
2024-04-18,1,223,19,21,0
2024-08-28,23,362,193,50,0
2024-02-13,1,255,198,45,0
2024-06-25,25,17,144,46,0
2024-12-05,8,57,237,48,0
2024-09-11,14,107,225,34,0
2024-11-30,15,280,234,25,0
2024-09-02,23,15,70,40,0
2024-09-26,9,316,115,40,0
2024-12-12,7,215,171,49,0
2024-07-21,19,245,140,22,0
2024-03-03,1,94,215,17,0
2024-01-19,18,329,33,15,0
2024-03-23,6,97,33,16,0
2024-08-02,4,65,157,46,0
2024-05-21,28,146,212,16,0
2024-11-13,14,323,113,15,0
2024-08-29,10,384,102,48,0
2024-08-17,15,281,113,27,0
2024-05-01,24,152,17,10,0
2024-09-13,1,223,231,41,0
2024-11-27,29,21,16,53,0
2024-08-14,23,204,138,33,0
2024-05-17,29,262,20,42,0
2024-10-19,12,281,41,20,0
2024-08-12,30,33,59,19,0
2024-02-25,19,90,226,57,0
2024-02-01,20,173,122,32,0
2024-02-16,24,259,127,42,0
2024-05-28,30,148,197,37,0
2024-03-17,9,115,73,50,0
2024-07-24,28,156,104,31,0
2024-09-13,12,235,84,11,0
2024-01-18,27,114,219,40,0
2024-03-27,13,355,70,37,0
2024-04-02,15,153,108,32,0
2024-06-15,22,334,52,57,0
2024-09-28,3,245,82,54,0
2024-11-16,16,11,84,23,0
2024-03-15,9,284,47,55,0
2024-07-19,20,347,130,13,0
2024-02-24,26,279,133,40,0
2024-06-26,2,72,126,19,0
2024-05-31,26,184,154,17,0
2024-08-07,28,78,95,26,0
2024-02-06,27,353,13,24,0
2024-06-02,9,85,8,27,0
2024-12-11,17,180,76,22,0
2024-01-11,21,54,119,18,0
2024-11-27,13,127,230,20,0
2024-06-12,24,160,140,30,0
2024-05-03,26,111,227,31,0
2024-02-29,2,152,124,46,0
2024-03-30,21,392,108,57,0
2024-03-31,23,227,231,46,0
2024-01-22,18,192,128,13,0
2024-09-11,3,179,59,52,0
2024-02-23,8,34,86,43,0
2024-04-18,23,299,122,16,0
2024-02-17,11,264,116,57,0
2024-05-27,14,213,154,28,0
2024-04-14,24,220,14,23,0
2024-05-01,15,249,74,21,0
2024-02-13,18,273,217,58,0
2024-09-26,14,318,203,21,0
2024-01-22,25,128,194,51,0
2024-02-17,8,11,87,41,0
2024-08-11,30,277,29,56,0
2024-07-14,5,279,71,39,0
2024-02-23,4,106,0,58,1
2024-11-01,8,294,233,25,0
2024-06-12,5,369,125,33,0
2024-02-04,4,161,230,24,0
2024-02-14,18,233,230,12,0
2024-05-10,10,70,205,28,0
2024-05-11,18,168,172,14,0
2024-10-08,26,123,79,45,0
2024-04-14,24,335,33,50,0
2024-01-05,20,89,73,46,0
2024-05-26,9,366,191,50,0
2024-02-24,25,18,95,59,0
2024-12-06,7,258,151,56,0
2024-02-08,11,48,4,19,0
2024-10-25,28,192,37,56,0
2024-01-31,3,282,195,11,0
2024-04-07,26,390,45,46,0
2024-01-30,19,95,58,23,0
2024-02-15,28,65,149,14,0
2024-04-15,26,271,86,44,0
2024-06-07,3,324,201,44,0
2024-10-15,28,335,195,31,0
2024-03-17,13,187,23,19,0
2024-04-26,22,130,36,49,0
2024-10-26,11,375,209,51,0
2024-12-06,25,291,210,12,0
2024-09-30,9,158,203,54,0
2024-09-19,11,282,57,43,0
2024-02-17,6,322,243,20,0
2024-12-23,19,73,4,47,0
2024-03-12,15,370,64,59,0
2024-01-13,8,112,48,27,0
2024-01-23,10,21,160,17,0
2024-04-15,20,86,13,46,0
2024-12-25,9,57,227,47,0
2024-08-21,10,162,83,41,0
2024-10-02,14,241,170,42,0
2024-04-24,22,45,95,27,0
2024-07-07,16,173,56,33,0
2024-01-18,11,358,233,52,0
2024-01-24,30,259,68,55,0
2024-09-17,24,108,217,43,0
2024-07-18,3,145,241,37,0
2024-03-06,29,125,126,32,0
2024-12-04,16,316,16,42,0
2024-07-07,24,187,198,25,0
2024-08-03,17,206,143,59,0
2024-03-13,8,300,183,26,0
2024-08-27,22,151,160,48,0
2024-12-23,25,144,70,31,0
2024-12-24,5,345,113,36,0
2024-10-29,26,66,238,22,0
2024-02-14,23,172,144,23,0
2024-10-12,7,33,118,22,0
2024-07-28,10,165,131,40,0
2024-04-07,2,356,78,37,0
2024-02-18,21,61,104,19,0
2024-06-13,8,5,121,15,0
2024-05-27,5,18,163,19,0
2024-04-29,5,251,22,16,0
2024-01-19,10,241,198,31,0
2024-01-18,29,398,2,42,0
2024-05-28,22,79,9,59,0
2024-01-19,5,105,24,21,0
2024-09-11,22,58,208,54,0
2024-11-07,10,320,115,31,0
2024-03-09,25,215,225,41,0
2024-09-13,3,114,181,17,0
2024-05-26,9,131,145,29,0
2024-03-13,13,36,175,54,0
2024-06-13,26,120,188,14,0
2024-10-02,27,143,63,42,0
2024-03-14,4,123,121,53,0
2024-04-28,13,315,71,33,0
2024-08-12,10,35,91,16,0
2024-01-19,27,367,165,58,0
2024-10-24,3,170,224,55,0
2024-10-30,15,50,70,50,0
2024-03-02,1,11,105,25,0
2024-01-24,23,133,245,47,0
2024-05-19,30,248,130,43,0
2024-01-14,6,56,22,11,0
2024-04-21,29,367,94,11,0
2024-05-03,29,232,46,34,0
2024-09-09,30,312,189,31,0
2024-04-18,11,256,40,23,0
2024-04-26,24,48,108,24,0
2024-01-17,14,323,24,52,0
2024-12-10,16,144,167,18,0
2024-05-10,1,27,227,53,0
2024-08-02,3,58,13,35,0
2024-08-03,20,142,45,57,0
2024-03-01,16,226,18,30,0
2024-10-15,8,368,195,49,0
2024-03-31,19,164,171,23,0
2024-08-11,17,167,51,11,0
2024-10-01,23,62,183,53,0
2024-06-11,30,47,102,45,0
2024-05-01,6,138,179,44,0
2024-09-12,15,288,95,32,0
2024-02-09,6,170,232,48,0
2024-06-06,5,247,64,43,0
2024-01-05,7,90,249,57,0
2024-06-12,19,26,129,53,0
2024-12-28,1,134,0,52,1
2024-03-06,14,269,110,51,0
2024-06-19,18,313,112,56,0
2024-02-26,11,74,131,40,0
2024-04-12,19,316,85,54,0
2024-05-29,23,157,240,33,0
2024-01-12,2,288,82,59,0
2024-11-06,26,9,196,28,0
2024-11-05,8,302,185,23,0
2024-09-04,12,183,137,33,0
2024-04-16,14,241,218,42,0
2024-07-03,8,252,211,43,0
2024-02-27,17,112,227,36,0
2024-07-14,20,53,74,21,0
2024-02-20,5,239,144,57,0
2024-08-20,8,115,103,10,0
2024-08-16,25,334,71,55,0
2024-07-28,20,262,37,57,0
2024-10-03,23,277,249,33,0
2024-07-15,19,326,80,20,0
2024-02-18,25,277,224,22,0
2024-05-05,3,42,216,42,0
2024-01-30,4,273,241,32,0
2024-05-09,22,317,107,49,0
2024-06-26,20,87,146,12,0
2024-08-20,1,311,165,37,0
2024-12-29,30,36,79,11,0
2024-06-07,23,308,47,13,0
2024-05-03,28,169,118,35,0
2024-09-24,4,35,106,19,0
2024-06-30,14,285,108,12,0
2024-03-24,21,65,192,39,0
2024-03-30,12,104,109,39,0
2024-08-05,26,397,202,39,0
2024-03-02,2,86,142,56,0
2024-03-18,16,160,169,34,0
2024-11-08,5,91,136,25,0
2024-09-29,30,106,52,51,0
2024-02-03,30,341,219,44,0
2024-04-29,26,221,204,41,0
2024-03-01,4,62,87,32,0
2024-10-06,20,163,166,22,0
2024-03-30,29,108,80,47,0
