TransactionID,Date,StoreID,ProductID,Units,DiscountPct,UnitPrice,UnitCost,Revenue,COGS,GrossProfit
774,2024-11-10,1,124,3,0.0,167.48,108.55,502.44,325.65,176.79
775,2024-07-11,8,17,7,0.05,217.68,26.6,1523.76,186.2,1337.56
776,2024-08-22,27,328,3,0.0,179.03,12.73,537.09,38.19,498.9
777,2024-09-26,17,265,6,0.1,76.22,62.2,457.32,373.2,84.12
778,2024-09-08,2,352,4,0.0,228.8,58.73,915.2,234.92,680.28
779,2024-02-19,8,88,3,0.15,40.45,41.38,121.35,124.14,-2.79
780,2024-12-24,25,70,3,0.15,106.12,92.0,318.36,276.0,42.36
781,2024-03-01,27,95,2,0.05,201.51,141.95,403.02,283.9,119.12
782,2024-05-30,13,154,7,0.05,178.49,163.37,1249.43,1143.59,105.84
783,2024-08-26,5,151,1,0.0,138.96,85.01,138.96,85.01,53.95
784,2024-05-27,3,311,4,0.1,185.32,179.05,741.28,716.2,25.08
785,2024-03-29,7,382,2,0.15,174.68,165.46,349.36,330.92,18.44
786,2024-12-03,24,6,4,0.15,182.69,158.38,730.76,633.52,97.24
787,2024-01-27,25,214,3,0.15,210.05,177.24,630.15,531.72,98.43
788,2024-03-30,8,251,9,0.0,188.25,72.84,1694.25,655.56,1038.69
789,2024-12-28,30,96,2,0.1,243.53,99.3,487.06,198.6,288.46
790,2024-09-23,27,166,2,0.2,111.3,120.97,222.6,241.94,-19.34
791,2024-02-01,30,293,5,0.0,76.64,43.08,383.2,215.4,167.8
792,2024-10-02,23,208,6,0.1,75.91,21.42,455.46,128.52,326.94
793,2024-12-19,18,26,4,0.0,196.05,144.47,784.2,577.88,206.32
794,2024-02-05,30,168,3,0.1,39.78,11.4,119.34,34.2,85.14
795,2024-05-31,21,131,3,0.0,142.7,124.09,428.1,372.27,55.83
796,2024-06-19,25,79,7,0.05,151.11,114.6,1057.77,802.2,255.57
797,2024-02-17,13,42,3,0.0,207.38,28.78,622.14,86.34,535.8
798,2024-03-14,8,140,2,0.2,149.73,150.7,299.46,301.4,-1.94
799,2024-03-04,18,345,5,0.0,118.26,91.96,591.3,459.8,131.5
800,2024-03-08,13,345,2,0.05,112.35,91.96,224.7,183.92,40.78
801,2024-05-27,11,63,3,0.1,183.6,170.34,550.8,511.02,39.78
802,2024-06-18,21,245,1,0.0,129.17,112.32,129.17,112.32,16.85
803,2024-03-27,19,295,3,0.0,203.34,163.72,610.02,491.16,118.86
804,2024-04-15,10,191,5,0.15,176.32,167.02,881.6,835.1,46.5
805,2024-03-11,8,15,4,0.0,37.52,6.19,150.08,24.76,125.32
806,2024-10-17,17,283,3,0.0,240.36,4.16,721.08,12.48,708.6
807,2024-03-18,10,67,5,0.0,243.35,117.21,1216.75,586.05,630.7
808,2024-11-27,8,74,6,0.0,117.17,25.0,703.02,150.0,553.02
809,2024-07-15,7,114,5,0.1,230.42,51.23,1152.1,256.15,895.95
810,2024-10-19,20,34,2,0.05,167.99,151.0,335.98,302.0,33.98
811,2024-08-20,13,375,4,0.0,132.08,1.85,528.32,7.4,520.92
812,2024-04-07,11,220,6,0.0,127.45,8.33,764.7,49.98,714.72
813,2024-08-07,4,327,5,0.1,118.08,45.05,590.4,225.25,365.15
814,2024-04-10,2,5,1,0.0,222.9,179.47,222.9,179.47,43.43
815,2024-02-13,21,76,5,0.0,230.99,55.54,1154.95,277.7,877.25
816,2024-04-02,30,60,3,0.0,146.22,114.92,438.66,344.76,93.9
817,2024-04-10,10,29,2,0.1,221.09,11.24,442.18,22.48,419.7
818,2024-02-19,26,287,4,0.0,199.28,76.25,797.12,305.0,492.12
819,2024-01-09,19,67,3,0.0,225.32,117.21,675.96,351.63,324.33
820,2024-12-10,10,361,2,0.0,174.2,128.37,348.4,256.74,91.66
821,2024-07-06,18,300,3,0.0,62.78,54.59,188.34,163.77,24.57
822,2024-05-26,4,115,2,0.1,229.9,60.81,459.8,121.62,338.18
823,2024-12-05,11,108,4,0.2,163.8,150.89,655.2,603.56,51.64
824,2024-03-23,23,154,9,0.1,182.62,163.37,1643.58,1470.33,173.25
825,2024-05-27,26,216,2,0.1,136.97,132.34,273.94,264.68,9.26
826,2024-11-05,7,273,4,0.0,243.68,179.57,974.72,718.28,256.44
827,2024-08-18,28,180,1,0.1,64.14,61.97,64.14,61.97,2.17
828,2024-05-25,19,322,3,0.15,76.74,78.5,230.22,235.5,-5.28
829,2024-04-03,7,308,4,0.05,166.72,141.3,666.88,565.2,101.68
830,2024-01-13,24,105,2,0.0,249.51,94.13,499.02,188.26,310.76
831,2024-02-01,27,159,2,0.0,128.58,105.97,257.16,211.94,45.22
832,2024-02-29,9,331,1,0.05,246.86,56.95,246.86,56.95,189.91
833,2024-10-14,4,291,5,0.0,63.98,51.93,319.9,259.65,60.25
834,2024-08-21,9,390,5,0.15,145.02,108.53,725.1,542.65,182.45
835,2024-06-07,23,39,4,0.05,146.82,134.39,587.28,537.56,49.72
836,2024-10-12,2,36,5,0.05,140.86,37.12,704.3,185.6,518.7
837,2024-02-28,9,203,1,0.0,187.1,162.7,187.1,162.7,24.4
838,2024-03-17,10,90,2,0.15,163.97,102.27,327.94,204.54,123.4
839,2024-05-23,1,297,4,0.15,130.86,133.87,523.44,535.48,-12.04
840,2024-11-30,18,291,2,0.05,71.72,51.93,143.44,103.86,39.58
841,2024-08-12,25,178,4,0.15,103.71,106.1,414.84,424.4,-9.56
842,2024-11-06,5,15,2,0.0,40.99,6.19,81.98,12.38,69.6
843,2024-03-31,27,141,3,0.0,221.14,178.05,663.42,534.15,129.27
844,2024-11-05,29,114,2,0.15,256.79,51.23,513.58,102.46,411.12
845,2024-01-27,27,159,1,0.1,115.72,105.97,115.72,105.97,9.75
846,2024-03-24,22,338,4,0.0,120.52,55.07,482.08,220.28,261.8
847,2024-07-09,14,296,4,0.0,110.16,95.79,440.64,383.16,57.48
848,2024-01-19,7,273,5,0.0,206.51,179.57,1032.55,897.85,134.7
849,2024-11-09,28,6,4,0.15,182.69,158.38,730.76,633.52,97.24
850,2024-11-12,16,257,5,0.0,279.49,153.75,1397.45,768.75,628.7
851,2024-07-16,14,209,4,0.05,179.88,132.1,719.52,528.4,191.12
852,2024-04-21,12,245,4,0.05,132.53,112.32,530.12,449.28,80.84
853,2024-02-06,7,163,3,0.05,166.06,152.0,498.18,456.0,42.18
854,2024-08-13,12,201,2,0.15,84.52,86.47,169.04,172.94,-3.9
855,2024-07-15,24,135,6,0.05,191.21,2.92,1147.26,17.52,1129.74
856,2024-10-04,17,307,4,0.1,147.75,142.76,591.0,571.04,19.96
857,2024-08-07,12,161,6,0.0,140.43,16.06,842.58,96.36,746.22
858,2024-02-16,4,347,5,0.05,185.44,60.62,927.2,303.1,624.1
859,2024-02-14,13,371,4,0.05,98.59,44.25,394.36,177.0,217.36
860,2024-10-12,7,319,6,0.0,135.55,117.87,813.3,707.22,106.08
861,2024-02-28,12,211,3,0.15,146.43,100.01,439.29,300.03,139.26
862,2024-12-08,5,194,3,0.0,146.73,108.13,440.19,324.39,115.8
863,2024-02-08,29,209,4,0.15,160.95,132.1,643.8,528.4,115.4
864,2024-09-22,6,312,2,0.0,140.01,121.75,280.02,243.5,36.52
865,2024-12-21,4,345,6,0.0,129.21,91.96,775.26,551.76,223.5
866,2024-06-10,20,303,4,0.05,197.37,28.82,789.48,115.28,674.2
867,2024-01-21,11,287,3,0.1,179.35,76.25,538.05,228.75,309.3
868,2024-11-15,30,183,4,0.1,205.33,19.79,821.32,79.16,742.16
869,2024-03-09,13,103,3,0.0,206.01,165.87,618.03,497.61,120.42
870,2024-07-11,20,134,1,0.15,168.37,115.72,168.37,115.72,52.65
871,2024-12-25,26,399,3,0.0,177.51,130.81,532.53,392.43,140.1
872,2024-09-28,30,165,3,0.15,210.53,117.2,631.59,351.6,279.99
873,2024-01-17,25,193,4,0.15,175.75,56.05,703.0,224.2,478.8
874,2024-10-26,18,198,2,0.05,125.03,114.44,250.06,228.88,21.18
875,2024-02-28,25,141,3,0.15,174.05,178.05,522.15,534.15,-12.0
876,2024-09-30,9,59,6,0.05,154.42,141.35,926.52,848.1,78.42
877,2024-08-14,27,88,1,0.1,42.83,41.38,42.83,41.38,1.45
878,2024-04-15,27,88,1,0.1,46.26,41.38,46.26,41.38,4.88
879,2024-06-03,12,80,4,0.05,144.3,74.71,577.2,298.84,278.36
880,2024-02-13,3,41,1,0.15,149.9,153.35,149.9,153.35,-3.45
881,2024-12-26,21,374,6,0.15,196.69,153.05,1180.14,918.3,261.84
882,2024-03-27,4,29,2,0.05,233.37,11.24,466.74,22.48,444.26
883,2024-04-22,1,48,5,0.05,182.74,110.47,913.7,552.35,361.35
884,2024-07-02,29,227,4,0.05,234.14,143.07,936.56,572.28,364.28
885,2024-09-02,18,368,1,0.05,134.0,6.6,134.0,6.6,127.4
886,2024-07-03,20,280,4,0.1,79.38,66.4,317.52,265.6,51.92
887,2024-07-03,27,53,2,0.05,212.44,128.01,424.88,256.02,168.86
888,2024-07-31,28,246,5,0.0,177.79,154.6,888.95,773.0,115.95
889,2024-11-09,29,238,2,0.1,157.14,128.67,314.28,257.34,56.94
890,2024-05-24,4,291,4,0.0,63.98,51.93,255.92,207.72,48.2
891,2024-10-30,10,117,2,0.0,65.77,57.19,131.54,114.38,17.16
892,2024-10-14,24,163,3,0.0,174.8,152.0,524.4,456.0,68.4
893,2024-12-16,1,387,1,0.05,188.93,146.56,188.93,146.56,42.37
894,2024-11-29,8,320,3,0.15,230.98,172.01,692.94,516.03,176.91
895,2024-10-18,16,103,2,0.0,190.75,165.87,381.5,331.74,49.76
896,2024-03-31,11,300,5,0.0,67.8,54.59,339.0,272.95,66.05
897,2024-10-09,6,344,1,0.0,213.88,1.22,213.88,1.22,212.66
898,2024-09-25,27,285,3,0.0,254.38,114.58,763.14,343.74,419.4
899,2024-04-15,14,251,1,0.0,188.25,72.84,188.25,72.84,115.41
900,2024-09-04,13,307,3,0.1,147.75,142.76,443.25,428.28,14.97
901,2024-04-02,20,216,3,0.1,147.93,132.34,443.79,397.02,46.77
902,2024-07-09,21,93,3,0.0,135.46,117.79,406.38,353.37,53.01
903,2024-10-17,15,195,5,0.1,216.31,2.31,1081.55,11.55,1070.0
904,2024-03-09,27,228,2,0.0,104.23,16.18,208.46,32.36,176.1
905,2024-05-02,9,305,2,0.1,53.51,51.7,107.02,103.4,3.62
906,2024-10-17,27,310,1,0.1,89.27,86.25,89.27,86.25,3.02
907,2024-06-14,27,53,2,0.1,201.26,128.01,402.52,256.02,146.5
908,2024-12-16,1,40,1,0.0,159.02,113.77,159.02,113.77,45.25
909,2024-01-03,23,64,4,0.0,149.04,54.94,596.16,219.76,376.4
910,2024-09-20,5,99,2,0.1,67.85,65.56,135.7,131.12,4.58
911,2024-10-24,15,111,3,0.0,199.32,13.9,597.96,41.7,556.26
912,2024-12-01,28,197,3,0.05,187.06,126.84,561.18,380.52,180.66
913,2024-02-27,6,286,2,0.1,174.79,62.45,349.58,124.9,224.68
914,2024-12-25,17,166,2,0.0,164.16,120.97,328.32,241.94,86.38
915,2024-05-23,24,181,4,0.05,244.21,90.29,976.84,361.16,615.68
916,2024-05-08,15,366,1,0.15,190.48,2.66,190.48,2.66,187.82
917,2024-05-09,3,301,1,0.0,50.84,44.21,50.84,44.21,6.63
918,2024-08-20,2,301,2,0.15,43.21,44.21,86.42,88.42,-2.0
919,2024-08-28,16,301,5,0.1,45.76,44.21,228.8,221.05,7.75
920,2024-06-21,1,17,4,0.0,229.14,26.6,916.56,106.4,810.16
921,2024-01-26,1,294,5,0.0,68.51,59.24,342.55,296.2,46.35
922,2024-12-26,29,187,5,0.1,95.66,32.77,478.3,163.85,314.45
923,2024-03-22,16,253,3,0.0,150.55,121.22,451.65,363.66,87.99
924,2024-02-04,15,306,4,0.15,171.51,101.51,686.04,406.04,280.0
925,2024-08-06,4,21,2,0.2,108.99,118.47,217.98,236.94,-18.96
926,2024-05-30,24,268,3,0.1,186.08,179.78,558.24,539.34,18.9
927,2024-08-12,16,354,4,0.1,89.95,86.9,359.8,347.6,12.2
928,2024-11-15,7,216,3,0.0,179.58,132.34,538.74,397.02,141.72
929,2024-02-05,23,263,4,0.1,61.04,34.58,244.16,138.32,105.84
930,2024-04-13,8,35,3,0.05,194.17,8.19,582.51,24.57,557.94
931,2024-07-07,16,302,5,0.15,75.41,58.73,377.05,293.65,83.4
932,2024-10-14,17,367,1,0.15,182.21,34.71,182.21,34.71,147.5
933,2024-08-07,9,142,2,0.05,209.37,100.52,418.74,201.04,217.7
934,2024-05-19,27,167,3,0.1,223.14,137.56,669.42,412.68,256.74
935,2024-08-10,22,208,3,0.05,80.12,21.42,240.36,64.26,176.1
936,2024-12-23,9,59,3,0.05,182.22,141.35,546.66,424.05,122.61
937,2024-06-24,5,37,3,0.15,168.02,23.36,504.06,70.08,433.98
938,2024-11-18,10,34,3,0.0,208.66,151.0,625.98,453.0,172.98
939,2024-10-11,14,64,3,0.0,149.04,54.94,447.12,164.82,282.3
940,2024-04-19,17,314,3,0.15,222.79,162.56,668.37,487.68,180.69
941,2024-04-01,13,252,2,0.1,180.33,161.32,360.66,322.64,38.02
942,2024-10-08,2,246,4,0.1,160.01,154.6,640.04,618.4,21.64
943,2024-03-16,21,31,1,0.15,176.38,167.08,176.38,167.08,9.3
944,2024-05-02,12,101,7,0.05,145.16,132.87,1016.12,930.09,86.03
945,2024-03-26,11,375,1,0.0,142.65,1.85,142.65,1.85,140.8
946,2024-08-09,17,214,3,0.1,222.41,177.24,667.23,531.72,135.51
947,2024-04-17,26,33,3,0.15,132.97,125.96,398.91,377.88,21.03
948,2024-08-28,1,379,5,0.0,160.26,139.36,801.3,696.8,104.5
949,2024-12-07,29,227,3,0.15,247.2,143.07,741.6,429.21,312.39
950,2024-10-29,20,198,5,0.0,131.61,114.44,658.05,572.2,85.85
951,2024-12-12,17,239,2,0.1,170.37,139.5,340.74,279.0,61.74
952,2024-01-09,2,157,2,0.15,172.18,53.28,344.36,106.56,237.8
953,2024-06-15,22,274,2,0.1,219.12,126.46,438.24,252.92,185.32
954,2024-03-21,22,124,3,0.0,153.28,108.55,459.84,325.65,134.19
955,2024-12-01,17,142,2,0.0,260.06,100.52,520.12,201.04,319.08
956,2024-09-16,25,73,2,0.05,241.91,22.34,483.82,44.68,439.14
957,2024-04-26,26,79,4,0.0,171.78,114.6,687.12,458.4,228.72
958,2024-07-24,26,365,5,0.0,190.29,165.47,951.45,827.35,124.1
959,2024-08-08,10,81,4,0.1,96.8,74.17,387.2,296.68,90.52
960,2024-06-29,21,69,2,0.0,31.71,27.57,63.42,55.14,8.28
961,2024-06-22,2,191,4,0.15,163.26,167.02,653.04,668.08,-15.04
962,2024-01-21,17,22,4,0.1,139.86,7.47,559.44,29.88,529.56
963,2024-06-14,5,165,3,0.05,235.3,117.2,705.9,351.6,354.3
964,2024-05-07,10,58,2,0.1,205.76,83.08,411.52,166.16,245.36
965,2024-10-25,21,104,3,0.0,126.22,91.15,378.66,273.45,105.21
966,2024-11-11,13,73,3,0.05,285.45,22.34,856.35,67.02,789.33
967,2024-09-30,26,347,2,0.0,195.2,60.62,390.4,121.24,269.16
968,2024-01-12,3,170,3,0.1,101.0,97.58,303.0,292.74,10.26
969,2024-11-03,30,1,5,0.15,193.13,55.05,965.65,275.25,690.4
970,2024-05-24,22,364,2,0.1,40.81,25.74,81.62,51.48,30.14
971,2024-05-31,13,400,3,0.0,191.56,127.75,574.68,383.25,191.43
972,2024-12-10,1,54,6,0.05,266.18,31.99,1597.08,191.94,1405.14
973,2024-11-12,2,40,5,0.05,151.07,113.77,755.35,568.85,186.5
974,2024-01-19,13,59,3,0.0,162.55,141.35,487.65,424.05,63.6
975,2024-05-11,18,109,6,0.0,102.87,89.45,617.22,536.7,80.52
976,2024-09-30,16,175,3,0.1,158.89,153.51,476.67,460.53,16.14
977,2024-07-15,9,318,4,0.05,195.71,19.24,782.84,76.96,705.88
978,2024-04-04,20,362,3,0.1,165.51,27.93,496.53,83.79,412.74
979,2024-07-10,19,344,3,0.1,192.49,1.22,577.47,3.66,573.81
980,2024-11-12,11,371,4,0.1,110.21,44.25,440.84,177.0,263.84
981,2024-03-22,10,22,3,0.05,159.44,7.47,478.32,22.41,455.91
982,2024-09-29,14,381,3,0.0,195.88,46.51,587.64,139.53,448.11
983,2024-09-25,23,262,4,0.05,174.46,159.69,697.84,638.76,59.08
984,2024-11-19,18,51,3,0.0,56.69,8.58,170.07,25.74,144.33
985,2024-04-18,4,398,5,0.05,175.72,30.62,878.6,153.1,725.5
986,2024-03-19,28,283,4,0.0,259.59,4.16,1038.36,16.64,1021.72
987,2024-07-18,7,301,4,0.0,50.84,44.21,203.36,176.84,26.52
988,2024-07-12,21,259,4,0.05,134.77,106.67,539.08,426.68,112.4
989,2024-05-29,1,314,3,0.05,230.56,162.56,691.68,487.68,204.0
990,2024-10-11,8,13,2,0.0,258.22,17.19,516.44,34.38,482.06
991,2024-10-18,17,223,5,0.0,257.89,177.41,1289.45,887.05,402.4
992,2024-03-30,26,269,1,0.0,67.13,54.05,67.13,54.05,13.08
993,2024-10-17,17,346,2,0.0,101.91,88.62,203.82,177.24,26.58
994,2024-03-25,2,279,4,0.0,178.32,25.05,713.28,100.2,613.08
995,2024-05-28,29,100,3,0.05,129.85,92.78,389.55,278.34,111.21
996,2024-01-10,9,263,2,0.05,64.43,34.58,128.86,69.16,59.7
997,2024-05-04,11,99,4,0.2,60.31,65.56,241.24,262.24,-21.0
998,2024-12-15,4,87,1,0.0,122.34,85.87,122.34,85.87,36.47
999,2024-06-10,21,248,3,0.0,202.76,93.12,608.28,279.36,328.92
1000,2024-09-16,14,133,3,0.15,90.48,70.42,271.44,211.26,60.18
1001,2024-02-09,7,133,1,0.1,95.8,70.42,95.8,70.42,25.38
1002,2024-08-19,20,222,4,0.0,195.4,88.66,781.6,354.64,426.96
1003,2024-05-15,6,78,2,0.2,101.54,110.37,203.08,220.74,-17.66
1004,2024-09-28,16,56,3,0.2,98.57,33.85,295.71,101.55,194.16
1005,2024-12-04,20,175,3,0.0,208.32,153.51,624.96,460.53,164.43
1006,2024-07-13,25,64,2,0.05,141.59,54.94,283.18,109.88,173.3
1007,2024-02-07,21,295,3,0.05,178.87,163.72,536.61,491.16,45.45
1008,2024-06-22,18,280,4,0.1,79.38,66.4,317.52,265.6,51.92
1009,2024-02-14,2,378,5,0.2,77.54,30.13,387.7,150.65,237.05
1010,2024-06-13,7,67,2,0.05,214.05,117.21,428.1,234.42,193.68
1011,2024-01-23,18,300,2,0.1,56.5,54.59,113.0,109.18,3.82
1012,2024-08-21,17,7,3,0.0,180.82,51.82,542.46,155.46,387.0
1013,2024-04-23,17,248,5,0.1,197.08,93.12,985.4,465.6,519.8
1014,2024-03-14,23,75,2,0.15,172.2,50.78,344.4,101.56,242.84
1015,2024-01-07,28,289,2,0.1,140.35,135.6,280.7,271.2,9.5
1016,2024-11-20,16,31,2,0.0,226.73,167.08,453.46,334.16,119.3
1017,2024-11-01,5,17,5,0.2,216.31,26.6,1081.55,133.0,948.55
1018,2024-10-23,14,113,3,0.05,222.89,10.95,668.67,32.85,635.82
1019,2024-01-22,8,141,3,0.1,184.28,178.05,552.84,534.15,18.69
1020,2024-05-07,16,305,1,0.15,50.54,51.7,50.54,51.7,-1.16
1021,2024-12-20,18,77,5,0.0,122.5,77.59,612.5,387.95,224.55
1022,2024-07-30,17,315,2,0.1,229.54,141.98,459.08,283.96,175.12
1023,2024-02-16,18,198,5,0.0,131.61,114.44,658.05,572.2,85.85
1024,2024-02-21,10,29,2,0.1,204.71,11.24,409.42,22.48,386.94
1025,2024-04-06,6,382,3,0.0,205.5,165.46,616.5,496.38,120.12
1026,2024-12-20,26,229,1,0.05,215.84,100.43,215.84,100.43,115.41
1027,2024-03-02,13,341,2,0.1,90.55,1.3,181.1,2.6,178.5
1028,2024-11-25,7,36,4,0.0,174.96,37.12,699.84,148.48,551.36
1029,2024-09-04,30,181,2,0.0,257.06,90.29,514.12,180.58,333.54
1030,2024-12-02,1,75,4,0.0,221.34,50.78,885.36,203.12,682.24
1031,2024-10-28,11,207,4,0.0,239.84,156.16,959.36,624.64,334.72
1032,2024-05-01,23,314,1,0.0,242.69,162.56,242.69,162.56,80.13
1033,2024-10-29,13,340,3,0.05,166.67,75.57,500.01,226.71,273.3
1034,2024-03-02,26,389,6,0.0,178.92,144.06,1073.52,864.36,209.16
1035,2024-04-16,11,105,2,0.05,256.0,94.13,512.0,188.26,323.74
1036,2024-03-18,20,109,3,0.15,94.43,89.45,283.29,268.35,14.94
1037,2024-02-18,13,307,3,0.0,164.17,142.76,492.51,428.28,64.23
1038,2024-02-02,15,311,4,0.0,205.91,179.05,823.64,716.2,107.44
1039,2024-03-09,15,132,1,0.0,158.07,127.27,158.07,127.27,30.8
1040,2024-02-13,30,137,2,0.0,244.92,94.99,489.84,189.98,299.86
1041,2024-05-18,23,79,3,0.0,159.06,114.6,477.18,343.8,133.38
1042,2024-01-27,12,314,2,0.0,242.69,162.56,485.38,325.12,160.26
1043,2024-01-23,13,45,2,0.2,45.51,49.47,91.02,98.94,-7.92
1044,2024-12-27,13,229,3,0.05,215.84,100.43,647.52,301.29,346.23
1045,2024-02-02,23,155,3,0.0,244.52,8.99,733.56,26.97,706.59
1046,2024-01-28,18,219,4,0.1,23.98,23.17,95.92,92.68,3.24
1047,2024-01-11,17,370,6,0.0,128.81,112.01,772.86,672.06,100.8
1048,2024-02-18,13,324,5,0.05,188.78,172.8,943.9,864.0,79.9
1049,2024-07-11,12,362,5,0.05,161.77,27.93,808.85,139.65,669.2
1050,2024-10-28,17,279,6,0.0,165.11,25.05,990.66,150.3,840.36
1051,2024-09-25,25,172,3,0.0,174.98,152.16,524.94,456.48,68.46
1052,2024-07-30,29,389,11,0.0,165.67,144.06,1822.37,1584.66,237.71
1053,2024-02-01,2,225,2,0.0,202.46,176.05,404.92,352.1,52.82
1054,2024-10-09,8,146,3,0.15,79.42,81.24,238.26,243.72,-5.46
1055,2024-01-14,21,343,5,0.0,216.69,155.43,1083.45,777.15,306.3
1056,2024-08-18,5,383,1,0.1,85.23,82.35,85.23,82.35,2.88
1057,2024-05-29,19,192,5,0.15,166.36,81.23,831.8,406.15,425.65
1058,2024-11-17,13,332,5,0.0,159.6,10.12,798.0,50.6,747.4
1059,2024-04-22,6,198,5,0.0,142.14,114.44,710.7,572.2,138.5
1060,2024-08-21,16,198,3,0.0,131.61,114.44,394.83,343.32,51.51
1061,2024-06-09,16,212,5,0.1,141.05,118.08,705.25,590.4,114.85
1062,2024-07-09,22,201,4,0.1,89.5,86.47,358.0,345.88,12.12
1063,2024-12-08,25,358,4,0.15,193.25,167.54,773.0,670.16,102.84
1064,2024-09-17,29,361,7,0.0,147.63,128.37,1033.41,898.59,134.82
1065,2024-05-31,14,318,6,0.0,206.01,19.24,1236.06,115.44,1120.62
1066,2024-06-12,21,235,2,0.15,93.65,9.72,187.3,19.44,167.86
1067,2024-09-14,24,46,2,0.0,231.53,128.07,463.06,256.14,206.92
1068,2024-05-06,30,136,2,0.1,49.82,38.42,99.64,76.84,22.8
1069,2024-03-02,20,57,2,0.0,219.11,176.42,438.22,352.84,85.38
1070,2024-06-19,8,17,2,0.1,206.23,26.6,412.46,53.2,359.26
1071,2024-01-25,11,253,6,0.0,139.4,121.22,836.4,727.32,109.08
1072,2024-03-02,7,120,2,0.05,175.88,149.06,351.76,298.12,53.64
1073,2024-06-02,6,32,4,0.0,160.09,139.21,640.36,556.84,83.52
1074,2024-10-17,10,87,4,0.05,98.5,85.87,394.0,343.48,50.52
1075,2024-10-12,15,27,6,0.0,155.69,43.7,934.14,262.2,671.94
1076,2024-04-05,24,52,7,0.1,178.02,159.26,1246.14,1114.82,131.32
1077,2024-06-03,9,199,2,0.0,258.29,176.74,516.58,353.48,163.1
1078,2024-02-26,6,270,2,0.05,99.96,74.02,199.92,148.04,51.88
1079,2024-10-02,4,316,2,0.1,35.34,34.15,70.68,68.3,2.38
1080,2024-03-30,6,159,6,0.0,138.87,105.97,833.22,635.82,197.4
1081,2024-10-18,13,297,1,0.1,138.56,133.87,138.56,133.87,4.69
1082,2024-11-03,13,38,3,0.15,256.49,91.31,769.47,273.93,495.54
1083,2024-09-08,12,52,5,0.0,183.15,159.26,915.75,796.3,119.45
1084,2024-04-30,10,131,2,0.0,154.12,124.09,308.24,248.18,60.06
1085,2024-12-13,14,255,4,0.0,208.51,153.65,834.04,614.6,219.44
1086,2024-09-07,20,57,3,0.15,172.45,176.42,517.35,529.26,-11.91
1087,2024-08-23,2,1,4,0.1,173.3,55.05,693.2,220.2,473.0
1088,2024-11-08,27,240,2,0.0,211.59,155.92,423.18,311.84,111.34
1089,2024-11-17,10,164,2,0.05,148.42,115.13,296.84,230.26,66.58
1090,2024-01-29,5,171,3,0.15,60.2,61.58,180.6,184.74,-4.14
1091,2024-11-17,6,169,3,0.0,171.15,66.62,513.45,199.86,313.59
1092,2024-10-06,17,374,3,0.0,196.1,153.05,588.3,459.15,129.15
1093,2024-03-16,16,47,4,0.0,219.16,176.46,876.64,705.84,170.8
1094,2024-04-22,3,244,9,0.0,186.87,42.98,1681.83,386.82,1295.01
1095,2024-10-01,15,307,3,0.0,164.17,142.76,492.51,428.28,64.23
1096,2024-03-20,7,307,1,0.05,168.44,142.76,168.44,142.76,25.68
1097,2024-06-14,28,35,4,0.1,170.32,8.19,681.28,32.76,648.52
1098,2024-09-08,10,135,3,0.0,201.27,2.92,603.81,8.76,595.05
1099,2024-08-25,30,385,3,0.05,193.65,177.25,580.95,531.75,49.2
1100,2024-11-28,18,302,2,0.0,104.69,58.73,209.38,117.46,91.92
1101,2024-02-10,29,370,1,0.05,122.37,112.01,122.37,112.01,10.36
1102,2024-04-17,17,294,2,0.0,73.99,59.24,147.98,118.48,29.5
1103,2024-12-25,4,28,5,0.0,207.68,153.04,1038.4,765.2,273.2
1104,2024-07-26,20,397,4,0.05,56.02,4.41,224.08,17.64,206.44
1105,2024-03-31,15,335,2,0.05,260.58,11.83,521.16,23.66,497.5
1106,2024-04-15,25,265,4,0.05,86.89,62.2,347.56,248.8,98.76
1107,2024-05-03,12,1,3,0.1,173.3,55.05,519.9,165.15,354.75
1108,2024-07-21,6,367,2,0.0,214.37,34.71,428.74,69.42,359.32
1109,2024-04-13,4,357,3,0.0,74.77,60.2,224.31,180.6,43.71
1110,2024-08-14,23,347,5,0.0,195.2,60.62,976.0,303.1,672.9
1111,2024-06-11,7,120,7,0.2,137.14,149.06,959.98,1043.42,-83.44
1112,2024-08-10,21,368,3,0.15,119.89,6.6,359.67,19.8,339.87
1113,2024-02-26,5,4,2,0.05,147.45,20.8,294.9,41.6,253.3
1114,2024-08-15,3,230,4,0.1,149.63,144.57,598.52,578.28,20.24
1115,2024-12-03,22,308,3,0.1,172.58,141.3,517.74,423.9,93.84
1116,2024-02-19,11,90,2,0.0,178.62,102.27,357.24,204.54,152.7
1117,2024-04-29,18,388,2,0.1,250.31,57.99,500.62,115.98,384.64
1118,2024-09-10,1,235,1,0.05,104.67,9.72,104.67,9.72,94.95
1119,2024-08-13,6,66,4,0.05,223.47,126.26,893.88,505.04,388.84
1120,2024-09-03,3,369,4,0.0,213.35,20.8,853.4,83.2,770.2
1121,2024-07-23,9,51,3,0.0,48.04,8.58,144.12,25.74,118.38
1122,2024-09-06,9,390,2,0.0,170.61,108.53,341.22,217.06,124.16
1123,2024-08-10,12,392,2,0.0,103.37,75.11,206.74,150.22,56.52
1124,2024-01-28,8,379,3,0.0,160.26,139.36,480.78,418.08,62.7
1125,2024-10-01,14,129,4,0.0,160.09,139.21,640.36,556.84,83.52
